sku,type,variant key,Product name,Product description,Product key,category,Product price mode,brand,Premium Wet Pet Food,Premium Dry Pet Food,weight,price EUR,price PLN, price GBP,url
R-T-RR-PH1,TRT002,pet-toys,rat_toys,Pets at Home Rat Wood Roll Treats Carrot/Parsley,rat_toys_002,Small animal>Rat,Pets at Home,One size,"EUR",4,"PLN",15,"GBP",3,rat_toys2
R-T-RR-PH2,TRT003,pet-toys,rat_toys,Pets at Home Gnaw Hideaway Log Large,rat_toys_003,Small animal>Rat,Pets at Home,Large,"EUR",12,"PLN",50,"GBP",10,rat_toys3
R-T-RR-OX2,TRT004,pet-toys,rat_toys,Oxbow Celebration Cupcake Rat Chew Toy,rat_toys_004,Small animal>Rat,Oxbow,One size,"EUR",15,"PLN",65,"GBP",13,rat_toys4

//Chinchilla
C-F-CF-SS1,CFF001,"pet-food",chinchilla_food,Science Selective Balanced Chinchilla Food 1.5kg,chinchilla_food_001,Small animal>Chinchilla,Science Selective,1.5,"EUR",10,"PLN",40,"GBP",8,chinchilla_food1
C-F-CF-NT1,CFF002,"pet-food",chinchilla_food,Nature's Touch Chinchilla Food 1.45kg,chinchilla_food_002,Small animal>Chinchilla,Nature's Touch,1.45,"EUR",12,"PLN",50,"GBP",10,chinchilla_food2
C-F-CF-BE1,CFF003,"pet-food",chinchilla_food,Burgess Excel Chinchilla Nuggets 1.5kg,chinchilla_food_003,Small animal>Chinchilla,Burgess Excel,1.5,"EUR",6,"PLN",25,"GBP",5,chinchilla_food3

C-T-CT-VK1,CTT001,pet-treats,chinchilla_treats,Vitakraft Kracker Sticks Chinchilla Treat Herbal x2 66g,chinchilla_treats_001,Small animal>chinchilla,Vitakraft Kracker,0.132,"EUR",4,"PLN",15,"GBP",3,chinchilla_treats1
C-T-CT-PH1,CTT002,pet-treats,chinchilla_treats,Pets at Home Small Animal Apple & Thistle Blossom Treats x2 70g,chinchilla_treats_002,Small animal>chinchilla,Pets at Home,0.14,"EUR",3,"PLN",10,"GBP",2,chinchilla_treats2
C-T-CT-PH2,CTT003,pet-treats,chinchilla_treats,Pets at Home Small Animal Flower Forage Treat Bar 45g,chinchilla_treats_003,Small animal>chinchilla,Pets at Home,0.045,"EUR",3,"PLN",10,"GBP",2,chinchilla_treats3

C-C-CC-SV1,CCC001,pet-crates-and-tanks,chinchilla_crate,Savic Freddy Chinchilla Cage,chinchilla_crate_001,Small animal>chinchilla,Savic,One size,"EUR",213,"PLN",520,"GBP",104,chinchilla_crate1
C-C-CC-PH1,CCC002,pet-crates-and-tanks,chinchilla_crate,Pets at Home Chinchilla Carrier 4 Grey,chinchilla_crate_002,Small animal>chinchilla,Pets at Home,One size,"EUR",21,"PLN",90,"GBP",18,chinchilla_crate2

C-T-TT-PH1,CTC001,pet-toys,chinchilla_toys,Pets at Home Chinchilla Hanging Play Tunnel Spotty,chinchilla_toys_001,Small animal>chinchilla,Pets at Home,One size,"EUR",17,"PLN",70,"GBP",14,chinchilla_toys1
C-T-TT-PH2,CTC002,pet-toys,chinchilla_toys,Pets at Home Chinchilla Peanut Gnawing Chew,chinchilla_toys_002,Small animal>chinchilla,Pets at Home,One size,"EUR",5,"PLN",20,"GBP",4,chinchilla_toys2
C-T-TT-PH3,CTC003,pet-toys,chinchilla_toys,Pets at Home Chinchilla Arched Bridge,chinchilla_toys_003,Small animal>chinchilla,Pets at Home,One size,"EUR",6,"PLN",25,"GBP",5,chinchilla_toys3

//Fish
F-F-FF-AQ1,FFF001,"pet-food",fish_food,Aquarian Goldfish Flake Food 200g,fish_food_001,Fish>Food,Aquarian,0.2,"EUR",15,"PLN",65,"GBP",13,fish_food1
F-F-FF-AQ2,FFF002,"pet-food",fish_food,Aquarian Tropical and Temperate Fish Flake Food 200g,fish_food_002,Fish>Food,Aquarian,0.2,"EUR",25,"PLN",105,"GBP",21,fish_food2
F-F-FF-TT1,FFF003,"pet-food",fish_food,Tetra Slowly Sinking Complete Fish Food Micro Granules 45g,fish_food_003,CFish>Food,Tetra,0.045,"EUR",8,"PLN",35,"GBP",7,fish_food3
F-F-FF-TT2,FFF004,"pet-food",fish_food,TetraPro Colour Premium Advanced Nutrition Fish Food Crisp Tropical Aquarium 55g,fish_food_004,CFish>Food,Tetra,0.055,"EUR",8,"PLN",35,"GBP",7,fish_food4
F-F-FF-AT1,FFF005,"pet-food",fish_food,Aqua Town Fish Flakes 18g,fish_food_005,CFish>Food,Aqua Town,0.018,"EUR",4,"PLN",15,"GBP",3,fish_food5

F-C-FC-LF1,FCF001,pet-crates-and-tanks,fish_tank,Love Fish Vantage Aquarium 94L,fish_tank_001,Fish>Tanks,Love Fish,94L,"EUR",213,"PLN",900,"GBP",180,fish_tank1
F-C-FC-AO1,FCF002,pet-crates-and-tanks,fish_tank,Aqua One Aqua Vue 580 Aquarium 75L,fish_tank_002,Fish>Tanks,Aqua One,75L,"EUR",225,"PLN",950,"GBP",190,fish_tank2
F-C-FC-LF2,FCF003,pet-crates-and-tanks,fish_tank,Love Fish Panorama Tank 64L,fish_tank_003,Fish>Tanks,Love Fish,64L,"EUR",188,"PLN",795,"GBP",159,fish_tank3
F-C-FC-BO1,FCF004,pet-crates-and-tanks,fish_tank,BiOrb Life Pure LED Aquarium Kit 15L,fish_tank_004,Fish>Tanks,BiOrb,15L,"EUR",148,"PLN",625,"GBP",125,fish_tank4
F-C-FC-BO2,FCF005,pet-crates-and-tanks,fish_tank,BiOrb Classic LED Aquarium Kit Silver 30L,fish_tank_005,Fish>Tanks,BiOrb,30L,"EUR",188,"PLN",590,"GBP",118,fish_tank5

F-H-FH-TT1,FHF001,pet-healthcare,fish_healthcare,Tetra EasyBalance Aquarium Water Care Stabilising Treatment 500ml,fish_healthcare_001,Fish > Health & Tank Cleaning,Tetra,500,"EUR",17,"PLN",75,"GBP",15,fish_healthcare1
F-H-FH-AP1,FHF002,pet-healthcare,fish_healthcare,API Aqua Essential Tap Water Conditioner 237ml,fish_healthcare_002,Fish > Health & Tank Cleaning,API,237,"EUR",11,"PLN",45,"GBP",9,fish_healthcare2
F-H-FH-AP2,FHF003,pet-healthcare,fish_healthcare,API AccuClear Freshwater Aquarium Water Clarifier 118ml,fish_healthcare_003,Fish > Health & Tank Cleaning,API,118,"EUR",13,"PLN",55,"GBP",11,fish_healthcare3
F-H-FH-IP2,FHF004,pet-healthcare,fish_healthcare,Interpet Quick Clear Aquarium Treatment 125ml,fish_healthcare_004,Fish > Health & Tank Cleaning,Interpet,125,"EUR",6,"PLN",25,"GBP",5,fish_healthcare4
F-H-FH-TT2,FHF005,pet-healthcare,fish_healthcare,Tetra AquaSafe Aquarium Tap Water Treatment 250ml,fish_healthcare_005,Fish > Health & Tank Cleaning,Tetra,250,"EUR",11,"PLN",45,"GBP",9,fish_healthcare5
